group,gfct,ID,week,eggs,infection,fact
orange,c,O11,6,0,0,un
orange,c,O12,6,2,0,un
orange,c,O13,6,1,0,un
orange,c,O14,6,0,0,un
orange,c,O15,6,0,0,un
orange,c,O16,6,NA,0,un
orange,c,O17,6,NA,0,un
orange,c,O18,6,1,0,un
orange,c,O19,6,1,0,un
orange,c,O20,6,0,0,un
orange,c,O21,6,0,0,un
orange,c,O22,6,NA,1,in
orange,c,O23,6,0,0,un
orange,c,O24,6,NA,NA,NA
orange,c,O25,6,0,0,un
orange,c,O26,6,NA,NA,NA
orange,c,O27,6,0,1,in
orange,c,O28,6,0,1,in
orange,c,O29,6,0,0,un
orange,c,O30,6,0,0,un
orange,c,O31,6,NA,0,un
orange,c,O32,6,NA,0,un
orange,c,O33,6,NA,0,un
orange,c,O34,6,0,1,in
orange,c,O35,6,0,0,un
orange,c,O36,6,NA,NA,NA
orange,c,O37,6,0,0,un
orange,c,O38,6,NA,0,un
orange,c,O39,6,0,0,un
orange,c,O40,6,0,0,un
orange,c,O41,6,NA,0,un
orange,c,O42,6,NA,NA,NA
orange,c,O43,6,3,0,un
orange,c,O44,6,NA,0,un
orange,c,O45,6,NA,NA,NA
orange,c,O46,6,NA,NA,NA
orange,c,O1,7,NA,0,un
orange,c,O2,7,0,0,un
orange,c,O3,7,0,0,un
orange,c,O4,7,0,1,in
orange,c,O5,7,1,0,un
orange,c,O6,7,NA,NA,NA
orange,c,O7,7,NA,0,un
orange,c,O8,7,0,0,un
orange,c,O9,7,4,0,un
orange,c,O10,7,NA,NA,NA
orange,c,O11,7,0,0,un
orange,c,O12,7,0,0,un
orange,c,O13,7,3,0,un
orange,c,O14,7,0,0,un
orange,c,O15,7,1,0,un
orange,c,O16,7,NA,0,un
orange,c,O17,7,NA,0,un
orange,c,O18,7,0,0,un
orange,c,O19,7,1,0,un
orange,c,O20,7,0,0,un
orange,c,O21,7,0,0,un
orange,c,O22,7,NA,1,in
orange,c,O23,7,0,0,un
orange,c,O24,7,NA,NA,NA
orange,c,O25,7,0,0,un
orange,c,O26,7,NA,NA,NA
orange,c,O27,7,0,1,in
orange,c,O28,7,NA,1,in
orange,c,O29,7,0,0,un
orange,c,O30,7,0,0,un
orange,c,O31,7,NA,0,un
orange,c,O32,7,NA,0,un
orange,c,O33,7,NA,0,un
orange,c,O34,7,NA,1,in
orange,c,O35,7,0,0,un
orange,c,O36,7,NA,NA,NA
orange,c,O37,7,0,0,un
orange,c,O38,7,NA,0,un
orange,c,O39,7,NA,0,un
orange,c,O40,7,0,0,un
orange,c,O41,7,NA,0,un
orange,c,O42,7,NA,NA,NA
orange,c,O43,7,9,0,un
orange,c,O44,7,NA,0,un
orange,c,O45,7,NA,NA,NA
orange,c,O46,7,NA,NA,NA
orange,c,O1,8,NA,0,un
orange,c,O2,8,0,0,un
orange,c,O3,8,0,0,un
orange,c,O4,8,NA,1,in
orange,c,O5,8,0,0,un
orange,c,O6,8,NA,NA,NA
orange,c,O7,8,NA,0,un
orange,c,O8,8,0,0,un
orange,c,O9,8,3,0,un
orange,c,O10,8,NA,NA,NA
orange,c,O11,8,0,0,un
orange,c,O12,8,0,0,un
orange,c,O13,8,4,0,un
orange,c,O14,8,0,0,un
orange,c,O15,8,0,0,un
orange,c,O16,8,NA,0,un
orange,c,O17,8,NA,0,un
orange,c,O18,8,0,0,un
orange,c,O19,8,0,0,un
orange,c,O20,8,0,0,un
orange,c,O21,8,2,0,un
orange,c,O22,8,NA,1,in
orange,c,O23,8,0,0,un
orange,c,O24,8,NA,NA,NA
orange,c,O25,8,0,0,un
orange,c,O26,8,NA,NA,NA
orange,c,O27,8,NA,1,in
orange,c,O28,8,NA,1,in
orange,c,O29,8,0,0,un
orange,c,O30,8,0,0,un
orange,c,O31,8,NA,0,un
orange,c,O32,8,NA,0,un
orange,c,O33,8,NA,0,un
orange,c,O34,8,NA,1,in
orange,c,O35,8,0,0,un
orange,c,O36,8,NA,NA,NA
orange,c,O37,8,0,0,un
orange,c,O38,8,NA,0,un
orange,c,O39,8,NA,0,un
orange,c,O40,8,0,0,un
orange,c,O41,8,NA,0,un
orange,c,O42,8,NA,NA,NA
orange,c,O43,8,NA,0,un
orange,c,O44,8,NA,0,un
orange,c,O45,8,NA,NA,NA
orange,c,O46,8,NA,NA,NA
white,d,W1,1,2,NA,NA
white,d,W2,1,0,0,un
white,d,W3,1,0,0,un
white,d,W4,1,0,0,un
white,d,W5,1,0,0,un
white,d,W6,1,NA,NA,NA
white,d,W7,1,0,NA,NA
white,d,W8,1,0,0,un
white,d,W9,1,2,0,un
white,d,W10,1,0,0,un
white,d,W11,1,3,NA,NA
white,d,W12,1,0,0,un
white,d,W13,1,2,0,un
white,d,W14,1,0,NA,NA
white,d,W15,1,0,0,un
white,d,W16,1,0,NA,NA
white,d,W17,1,2,0,un
white,d,W18,1,2,0,un
white,d,W19,1,0,0,un
white,d,W20,1,4,0,un
white,d,W21,1,0,0,un
white,d,W22,1,NA,NA,NA
white,d,W23,1,1,0,un
white,d,W24,1,4,NA,NA
white,d,W25,1,2,0,un
white,d,W26,1,3,0,un
white,d,W27,1,4,0,un
white,d,W28,1,0,0,un
white,d,W29,1,1,0,un
white,d,W30,1,1,0,un
white,d,W31,1,0,NA,NA
white,d,W32,1,4,1,in
white,d,W33,1,3,0,un
white,d,W34,1,0,0,un
white,d,W35,1,2,0,un
white,d,W36,1,0,NA,NA
white,d,W37,1,0,0,un
white,d,W38,1,0,0,un
white,d,W39,1,2,0,un
white,d,W40,1,0,NA,NA
white,d,W41,1,5,0,un
white,d,W42,1,0,0,un
white,d,W43,1,0,1,in
white,d,W44,1,4,0,un
white,d,W45,1,0,1,in
white,d,W46,1,0,0,un
white,d,W47,1,2,0,un
white,d,W48,1,1,NA,NA
white,d,W49,1,5,0,un
white,d,W50,1,0,0,un
white,d,W51,1,0,NA,NA
white,d,W52,1,0,NA,NA
white,d,W53,1,0,0,un
white,d,W54,1,0,1,in
white,d,W55,1,2,NA,NA
white,d,W56,1,0,0,un
white,d,W57,1,2,0,un
white,d,W58,1,0,NA,NA
white,d,W59,1,0,0,un
white,d,W1,2,2,NA,NA
white,d,W2,2,0,0,un
white,d,W3,2,3,0,un
white,d,W4,2,0,0,un
white,d,W5,2,0,0,un
white,d,W6,2,NA,NA,NA
white,d,W7,2,0,NA,NA
white,d,W8,2,0,0,un
white,d,W9,2,2,0,un
white,d,W10,2,0,0,un
white,d,W11,2,3,NA,NA
white,d,W12,2,2,0,un
white,d,W13,2,0,0,un
white,d,W14,2,0,NA,NA
white,d,W15,2,0,0,un
white,d,W16,2,0,NA,NA
white,d,W17,2,1,0,un
white,d,W18,2,2,0,un
white,d,W19,2,1,0,un
white,d,W20,2,2,0,un
white,d,W21,2,1,0,un
white,d,W22,2,NA,NA,NA
white,d,W23,2,3,0,un
white,d,W24,2,2,NA,NA
white,d,W25,2,3,0,un
white,d,W26,2,0,0,un
white,d,W27,2,3,0,un
white,d,W28,2,2,0,un
white,d,W29,2,2,0,un
white,d,W30,2,1,0,un
white,d,W31,2,0,NA,NA
white,d,W32,2,2,1,in
white,d,W33,2,0,0,un
white,d,W34,2,0,0,un
white,d,W35,2,7,0,un
white,d,W36,2,0,NA,NA
white,d,W37,2,1,0,un
white,d,W38,2,1,0,un
white,d,W39,2,0,0,un
white,d,W40,2,NA,NA,NA
white,d,W41,2,6,0,un
white,d,W42,2,0,0,un
white,d,W43,2,0,1,in
white,d,W44,2,4,0,un
white,d,W45,2,0,1,in
white,d,W46,2,0,0,un
white,d,W47,2,4,0,un
white,d,W48,2,0,NA,NA
white,d,W49,2,4,0,un
white,d,W50,2,0,0,un
white,d,W51,2,0,NA,NA
white,d,W52,2,NA,NA,NA
white,d,W53,2,0,0,un
white,d,W54,2,0,1,in
white,d,W55,2,0,NA,NA
white,d,W56,2,0,0,un
white,d,W57,2,2,0,un
white,d,W58,2,0,NA,NA
white,d,W59,2,1,0,un
white,d,W1,3,NA,NA,NA
white,d,W2,3,0,0,un
white,d,W3,3,1,0,un
white,d,W4,3,0,0,un
white,d,W5,3,0,0,un
white,d,W6,3,NA,NA,NA
white,d,W7,3,NA,NA,NA
white,d,W8,3,0,0,un
white,d,W9,3,0,0,un
white,d,W10,3,0,0,un
white,d,W11,3,NA,NA,NA
white,d,W12,3,0,0,un
white,d,W13,3,0,0,un
white,d,W14,3,0,NA,NA
white,d,W15,3,0,0,un
white,d,W16,3,0,NA,NA
white,d,W17,3,0,0,un
white,d,W18,3,0,0,un
white,d,W19,3,0,0,un
white,d,W20,3,2,0,un
white,d,W21,3,0,0,un
white,d,W22,3,NA,NA,NA
white,d,W23,3,1,0,un
white,d,W24,3,0,NA,NA
white,d,W25,3,2,0,un
white,d,W26,3,0,0,un
white,d,W27,3,1,0,un
white,d,W28,3,0,0,un
white,d,W29,3,0,0,un
white,d,W30,3,0,0,un
white,d,W31,3,NA,NA,NA
white,d,W32,3,0,1,in
white,d,W33,3,0,0,un
white,d,W34,3,0,0,un
white,d,W35,3,0,0,un
white,d,W36,3,NA,NA,NA
white,d,W37,3,0,0,un
white,d,W38,3,0,0,un
white,d,W39,3,0,0,un
white,d,W40,3,NA,NA,NA
white,d,W41,3,4,0,un
white,d,W42,3,0,0,un
white,d,W43,3,0,1,in
white,d,W44,3,4,0,un
white,d,W45,3,1,1,in
white,d,W46,3,0,0,un
white,d,W47,3,4,0,un
white,d,W48,3,0,NA,NA
white,d,W49,3,0,0,un
white,d,W50,3,0,0,un
white,d,W51,3,NA,NA,NA
white,d,W52,3,NA,NA,NA
white,d,W53,3,0,0,un
white,d,W54,3,0,1,in
white,d,W55,3,0,NA,NA
white,d,W56,3,0,0,un
white,d,W57,3,0,0,un
white,d,W58,3,0,NA,NA
white,d,W59,3,0,0,un
white,d,W1,4,NA,NA,NA
white,d,W2,4,0,0,un
white,d,W3,4,1,0,un
white,d,W4,4,0,0,un
white,d,W5,4,0,0,un
white,d,W6,4,NA,NA,NA
white,d,W7,4,NA,NA,NA
white,d,W8,4,0,0,un
white,d,W9,4,1,0,un
white,d,W10,4,0,0,un
white,d,W11,4,NA,NA,NA
white,d,W12,4,0,0,un
white,d,W13,4,0,0,un
white,d,W14,4,0,NA,NA
white,d,W15,4,0,0,un
white,d,W16,4,NA,NA,NA
white,d,W17,4,0,0,un
white,d,W18,4,0,0,un
white,d,W19,4,1,0,un
white,d,W20,4,2,0,un
white,d,W21,4,0,0,un
white,d,W22,4,NA,NA,NA
white,d,W23,4,1,0,un
white,d,W24,4,NA,NA,NA
white,d,W25,4,5,0,un
white,d,W26,4,0,0,un
white,d,W27,4,0,0,un
white,d,W28,4,1,0,un
white,d,W29,4,1,0,un
white,d,W30,4,0,0,un
white,d,W31,4,NA,NA,NA
white,d,W32,4,0,1,in
white,d,W33,4,0,0,un
white,d,W34,4,0,0,un
white,d,W35,4,1,0,un
white,d,W36,4,NA,NA,NA
white,d,W37,4,0,0,un
white,d,W38,4,0,0,un
white,d,W39,4,0,0,un
white,d,W40,4,NA,NA,NA
white,d,W41,4,2,0,un
white,d,W42,4,0,0,un
white,d,W43,4,0,1,in
white,d,W44,4,0,0,un
white,d,W45,4,1,1,in
white,d,W46,4,0,0,un
white,d,W47,4,0,0,un
white,d,W48,4,0,NA,NA
white,d,W49,4,0,0,un
white,d,W50,4,0,0,un
white,d,W51,4,NA,NA,NA
white,d,W52,4,NA,NA,NA
white,d,W53,4,0,0,un
white,d,W54,4,0,1,in
white,d,W55,4,0,NA,NA
white,d,W56,4,0,0,un
white,d,W57,4,0,0,un
white,d,W58,4,0,NA,NA
white,d,W59,4,0,0,un
white,d,W1,5,NA,NA,NA
white,d,W2,5,0,0,un
white,d,W3,5,3,0,un
white,d,W4,5,0,0,un
white,d,W5,5,0,0,un
white,d,W6,5,NA,NA,NA
white,d,W7,5,NA,NA,NA
white,d,W8,5,0,0,un
white,d,W9,5,0,0,un
white,d,W10,5,0,0,un
white,d,W11,5,NA,NA,NA
white,d,W12,5,0,0,un
white,d,W13,5,0,0,un
white,d,W14,5,0,NA,NA
white,d,W15,5,0,0,un
white,d,W16,5,NA,NA,NA
white,d,W17,5,0,0,un
white,d,W18,5,0,0,un
white,d,W19,5,0,0,un
white,d,W20,5,0,0,un
white,d,W21,5,0,0,un
white,d,W22,5,NA,NA,NA
white,d,W23,5,3,0,un
white,d,W24,5,NA,NA,NA
white,d,W25,5,3,0,un
white,d,W26,5,0,0,un
white,d,W27,5,1,0,un
white,d,W28,5,0,0,un
white,d,W29,5,0,0,un
white,d,W30,5,0,0,un
white,d,W31,5,NA,NA,NA
white,d,W32,5,0,1,in
white,d,W33,5,0,0,un
white,d,W34,5,0,0,un
white,d,W35,5,1,0,un
white,d,W36,5,NA,NA,NA
white,d,W37,5,0,0,un
white,d,W38,5,0,0,un
white,d,W39,5,NA,0,un
white,d,W40,5,NA,NA,NA
white,d,W41,5,3,0,un
white,d,W42,5,0,0,un
white,d,W43,5,0,1,in
white,d,W44,5,0,0,un
white,d,W45,5,0,1,in
white,d,W46,5,1,0,un
white,d,W47,5,1,0,un
white,d,W48,5,0,NA,NA
white,d,W49,5,0,0,un
white,d,W50,5,0,0,un
white,d,W51,5,NA,NA,NA
white,d,W52,5,NA,NA,NA
white,d,W53,5,0,0,un
white,d,W54,5,0,1,in
white,d,W55,5,0,NA,NA
white,d,W56,5,0,0,un
white,d,W57,5,0,0,un
white,d,W58,5,0,NA,NA
white,d,W59,5,0,0,un
white,d,W1,6,NA,NA,NA
white,d,W2,6,0,0,un
white,d,W3,6,0,0,un
white,d,W4,6,0,0,un
white,d,W5,6,0,0,un
white,d,W6,6,NA,NA,NA
white,d,W7,6,NA,NA,NA
white,d,W8,6,NA,0,un
white,d,W9,6,0,0,un
white,d,W10,6,0,0,un
white,d,W11,6,NA,NA,NA
white,d,W12,6,NA,0,un
white,d,W13,6,NA,0,un
white,d,W14,6,NA,NA,NA
white,d,W15,6,0,0,un
white,d,W16,6,NA,NA,NA
white,d,W17,6,0,0,un
white,d,W18,6,0,0,un
white,d,W19,6,0,0,un
white,d,W20,6,0,0,un
white,d,W21,6,0,0,un
white,d,W22,6,NA,NA,NA
white,d,W23,6,0,0,un
white,d,W24,6,NA,NA,NA
white,d,W25,6,0,0,un
white,d,W26,6,NA,0,un
white,d,W27,6,0,0,un
white,d,W28,6,0,0,un
white,d,W29,6,0,0,un
white,d,W30,6,0,0,un
white,d,W31,6,NA,NA,NA
white,d,W32,6,NA,1,in
white,d,W33,6,0,0,un
white,d,W34,6,0,0,un
white,d,W35,6,0,0,un
white,d,W36,6,NA,NA,NA
white,d,W37,6,0,0,un
white,d,W38,6,0,0,un
white,d,W39,6,NA,0,un
white,d,W40,6,NA,NA,NA
white,d,W41,6,1,0,un
white,d,W42,6,NA,0,un
white,d,W43,6,0,1,in
white,d,W44,6,0,0,un
white,d,W45,6,0,1,in
white,d,W46,6,1,0,un
white,d,W47,6,0,0,un
white,d,W48,6,NA,NA,NA
white,d,W49,6,0,0,un
white,d,W50,6,0,0,un
white,d,W51,6,NA,NA,NA
white,d,W52,6,NA,NA,NA
white,d,W53,6,0,0,un
white,d,W54,6,NA,1,in
white,d,W55,6,NA,NA,NA
white,d,W56,6,0,0,un
white,d,W57,6,0,0,un
white,d,W58,6,NA,NA,NA
white,d,W59,6,0,0,un
white,d,W1,7,NA,NA,NA
white,d,W2,7,NA,0,un
white,d,W3,7,0,0,un
white,d,W4,7,0,0,un
white,d,W5,7,NA,0,un
white,d,W6,7,NA,NA,NA
white,d,W7,7,NA,NA,NA
white,d,W8,7,NA,0,un
white,d,W9,7,0,0,un
white,d,W10,7,0,0,un
white,d,W11,7,NA,NA,NA
white,d,W12,7,NA,0,un
white,d,W13,7,NA,0,un
white,d,W14,7,NA,NA,NA
white,d,W15,7,NA,0,un
white,d,W16,7,NA,NA,NA
white,d,W17,7,NA,0,un
white,d,W18,7,0,0,un
white,d,W19,7,0,0,un
white,d,W20,7,0,0,un
white,d,W21,7,0,0,un
white,d,W22,7,NA,NA,NA
white,d,W23,7,0,0,un
white,d,W24,7,NA,NA,NA
white,d,W25,7,0,0,un
white,d,W26,7,NA,0,un
white,d,W27,7,0,0,un
white,d,W28,7,0,0,un
white,d,W29,7,0,0,un
white,d,W30,7,0,0,un
white,d,W31,7,NA,NA,NA
white,d,W32,7,NA,1,in
white,d,W33,7,0,0,un
white,d,W34,7,NA,0,un
white,d,W35,7,0,0,un
white,d,W36,7,NA,NA,NA
white,d,W37,7,0,0,un
white,d,W38,7,0,0,un
white,d,W39,7,NA,0,un
white,d,W40,7,NA,NA,NA
white,d,W41,7,NA,0,un
white,d,W42,7,NA,0,un
white,d,W43,7,1,1,in
white,d,W44,7,0,0,un
white,d,W45,7,0,1,in
white,d,W46,7,NA,0,un
white,d,W47,7,NA,0,un
white,d,W48,7,NA,NA,NA
white,d,W49,7,0,0,un
white,d,W50,7,0,0,un
white,d,W51,7,NA,NA,NA
white,d,W52,7,NA,NA,NA
white,d,W53,7,0,0,un
white,d,W54,7,NA,1,in
white,d,W55,7,NA,NA,NA
white,d,W56,7,0,0,un
white,d,W57,7,0,0,un
white,d,W58,7,NA,NA,NA
white,d,W59,7,0,0,un
white,d,W1,8,NA,NA,NA
white,d,W2,8,NA,0,un
white,d,W3,8,0,0,un
white,d,W4,8,0,0,un
white,d,W5,8,NA,0,un
white,d,W6,8,NA,NA,NA
white,d,W7,8,NA,NA,NA
white,d,W8,8,NA,0,un
white,d,W9,8,0,0,un
white,d,W10,8,0,0,un
white,d,W11,8,NA,NA,NA
white,d,W12,8,NA,0,un
white,d,W13,8,NA,0,un
white,d,W14,8,NA,NA,NA
white,d,W15,8,NA,0,un
white,d,W16,8,NA,NA,NA
white,d,W17,8,NA,0,un
white,d,W18,8,0,0,un
white,d,W19,8,0,0,un
white,d,W20,8,0,0,un
white,d,W21,8,0,0,un
white,d,W22,8,NA,NA,NA
white,d,W23,8,0,0,un
white,d,W24,8,NA,NA,NA
white,d,W25,8,0,0,un
white,d,W26,8,NA,0,un
white,d,W27,8,0,0,un
white,d,W28,8,0,0,un
white,d,W29,8,0,0,un
white,d,W30,8,0,0,un
white,d,W31,8,NA,NA,NA
white,d,W32,8,NA,1,in
white,d,W33,8,0,0,un
white,d,W34,8,NA,0,un
white,d,W35,8,0,0,un
white,d,W36,8,NA,NA,NA
white,d,W37,8,0,0,un
white,d,W38,8,0,0,un
white,d,W39,8,NA,0,un
white,d,W40,8,NA,NA,NA
white,d,W41,8,NA,0,un
white,d,W42,8,NA,0,un
white,d,W43,8,0,1,in
white,d,W44,8,0,0,un
white,d,W45,8,NA,1,in
white,d,W46,8,NA,0,un
white,d,W47,8,NA,0,un
white,d,W48,8,NA,NA,NA
white,d,W49,8,0,0,un
white,d,W50,8,0,0,un
white,d,W51,8,NA,NA,NA
white,d,W52,8,NA,NA,NA
white,d,W53,8,NA,0,un
white,d,W54,8,NA,1,in
white,d,W55,8,NA,NA,NA
white,d,W56,8,0,0,un
white,d,W57,8,NA,0,un
white,d,W58,8,NA,NA,NA
white,d,W59,8,NA,0,un
